,Close_^DJI,Close_^FCHI,Close_^FTSE,Close_^GDAXI,Close_^GSPTSE,Close_^HSI,Close_^IXIC,Close_^N225,Volume_^DJI,Volume_^FCHI,Volume_^FTSE,Volume_^GDAXI,Volume_^GSPTSE,Volume_^HSI,Volume_^IXIC,Volume_^N225,SP500_Open,SP500_Close,SP500_Volume,SP500_Wk_Vol,MORTGAGE30US,FF,WGS10YR,WAAA,WTB3MS,ICSA,WGS1YR,WGS2YR,NFCI,WTREGEN,WGS5YR,WBAA,DPSACBW027SBOG,WCOILWTICO,WGS30YR,WRESBAL,WGS20YR,MORTGAGE15US,WPRIME,CCSA,TOTCI
2017-07-17,21629.720703125,5230.169921875,7404.10009765625,12587.16015625,15165.400390625,26470.580078125,6314.43017578125,20118.859375,244780000.0,53978000.0,595711600.0,53127900.0,132561400.0,1837446700.0,1563390000.0,83100000.0,2459.5,2459.139892578125,2800580000.0,50.75,4.03,1.16,2.35,3.74,1.03,245000.0,1.22,1.37,-0.56661,171.033,1.9,4.44,11751.1143,45.51,2.91,2220.769,2.68,3.29,4.25,1929000.0,2072.8826
2017-07-24,21513.169921875,5127.7001953125,7377.7001953125,12208.9501953125,15128.7001953125,26846.830078125,6410.81005859375,19975.669921875,284080000.0,72053200.0,1074177600.0,86156000.0,114964000.0,1532468700.0,1748140000.0,81300000.0,2472.0400390625,2469.909912109375,3019920000.0,30.93017578125,3.96,1.16,2.27,3.65,1.09,249000.0,1.22,1.36,-0.57053,180.4,1.83,4.34,11767.2726,46.41,2.85,2254.092,2.61,3.23,4.25,1928000.0,2075.7073
2017-07-31,21891.119140625,5093.77001953125,7372.0,12118.25,15143.900390625,27323.990234375,6348.1201171875,19925.1796875,307610000.0,87612000.0,898503100.0,86603200.0,159564700.0,1693214100.0,1898830000.0,140300000.0,2475.93994140625,2470.300048828125,3475930000.0,24.110107421875,3.92,1.16,2.3,3.67,1.11,245000.0,1.23,1.37,-0.57109,191.404,1.85,4.36,11801.4992,48.27,2.89,2280.565,2.65,3.2,4.25,1926000.0,2077.9601
2017-08-07,22118.419921875,5207.89013671875,7531.89990234375,12257.169921875,15258.0,27690.359375,6383.77001953125,20055.890625,213010000.0,63788300.0,613223700.0,66014200.0,154934900.0,1484632800.0,1704010000.0,75300000.0,2477.139892578125,2480.909912109375,2935130000.0,16.2900390625,3.93,1.15,2.27,3.64,1.06,254000.0,1.23,1.35,-0.56766,180.348,1.81,4.32,11803.3596,49.52,2.85,2271.315,2.61,3.18,4.25,1928000.0,2082.5843
2017-08-14,21993.7109375,5121.669921875,7353.89990234375,12165.1201171875,15119.900390625,27250.23046875,6340.22998046875,19537.099609375,235030000.0,57283400.0,536696000.0,77716000.0,148058200.0,1416372000.0,1702570000.0,108300000.0,2454.9599609375,2465.840087890625,2824320000.0,53.1201171875,3.9,1.16,2.24,3.64,1.03,245000.0,1.22,1.34,-0.56092,149.862,1.8,4.33,11802.1364,49.08,2.82,2332.293,2.58,3.18,4.25,1926000.0,2083.0093
2017-08-21,21703.75,5087.58984375,7318.89990234375,12065.990234375,14951.900390625,27154.6796875,6213.1298828125,19393.130859375,277880000.0,59101700.0,536324300.0,69988000.0,119609300.0,1770623000.0,1582990000.0,75300000.0,2425.5,2428.3701171875,2803650000.0,57.579833984375,3.89,1.16,2.22,3.65,1.0,245000.0,1.24,1.33,-0.5531,130.954,1.78,4.32,11829.713,47.52,2.8,2336.388,2.57,3.16,4.25,1928000.0,2081.8693
2017-08-28,21808.400390625,5079.75,7401.5,12123.4697265625,15052.0,27863.2890625,6283.02001953125,19449.900390625,218740000.0,37172200.0,498099600.0,34804100.0,126788200.0,3019391000.0,1565110000.0,69500000.0,2447.35009765625,2444.239990234375,2682920000.0,37.419921875,3.86,1.16,2.19,3.63,0.99,247000.0,1.23,1.33,-0.54716,82.077,1.77,4.3,11831.9713,47.68,2.77,2359.64,2.52,3.16,4.25,1912000.0,2084.5294
2017-09-04,21987.560546875,5103.97021484375,7411.5,12102.2099609375,15191.599609375,27740.259765625,6435.330078125,19508.25,256240000.0,44171300.0,389133300.0,43695300.0,129936400.0,1626723800.0,1489120000.0,71700000.0,2474.419921875,2476.550048828125,2712780000.0,52.179931640625,3.82,1.16,2.14,3.62,1.0,297000.0,1.23,1.33,-0.54458,61.057,1.72,4.29,11815.0235,46.68,2.75,2364.546,2.49,3.12,4.25,1911000.0,2086.7012
2017-09-11,22057.369140625,5176.7099609375,7413.60009765625,12475.240234375,15040.2998046875,27955.130859375,6432.259765625,19545.76953125,312770000.0,76915100.0,614926800.0,76820300.0,163375200.0,1381742800.0,1819310000.0,78700000.0,2474.52001953125,2488.110107421875,3293460000.0,52.179931640625,3.78,1.15,2.07,3.59,1.03,280000.0,1.23,1.29,-0.54575,37.563,1.65,4.24,11852.4899,48.58,2.69,2366.129,2.43,3.08,4.25,1939000.0,2090.4349
2017-09-18,22331.349609375,5229.31982421875,7253.2998046875,12559.3896484375,15236.7001953125,28159.76953125,6454.64013671875,19909.5,302740000.0,61537100.0,712298700.0,58346600.0,165350500.0,1546268100.0,1881900000.0,111900000.0,2502.510009765625,2503.8701171875,3204700000.0,48.920166015625,3.78,1.16,2.18,3.65,1.03,261000.0,1.27,1.35,-0.55104,70.232,1.77,4.31,11862.2217,49.07,2.77,2358.933,2.52,3.08,4.25,1872000.0,2095.6574
2017-09-25,22296.08984375,5267.1298828125,7301.2998046875,12594.8095703125,15516.2001953125,27500.33984375,6370.58984375,20397.580078125,332430000.0,64221800.0,584594700.0,78636700.0,199184000.0,1800222600.0,2061150000.0,82800000.0,2499.389892578125,2496.659912109375,3314530000.0,20.820068359375,3.83,1.16,2.26,3.65,1.02,264000.0,1.31,1.43,-0.55826,127.782,1.87,4.33,11873.222,50.12,2.81,2292.801,2.57,3.13,4.25,1871000.0,2108.1053
2017-10-02,22557.599609375,5350.43994140625,7438.7998046875,12902.650390625,15705.0,27554.30078125,6516.72021484375,20400.779296875,268530000.0,68575600.0,864401100.0,72676600.0,156580500.0,1665527400.0,1984400000.0,67600000.0,2521.199951171875,2529.1201171875,3226370000.0,41.199951171875,3.83,1.16,2.28,3.61,1.04,260000.0,1.31,1.46,-0.56608,164.652,1.89,4.32,11873.9396,51.77,2.83,2212.709,2.59,3.13,4.25,1871000.0,2109.522
2017-10-09,22761.0703125,5365.830078125,7507.89990234375,12976.400390625,15728.2998046875,28326.58984375,6579.72998046875,20690.7109375,310770000.0,55296900.0,675841500.0,60873300.0,138492000.0,1745232800.0,1494160000.0,75900000.0,2551.389892578125,2544.72998046875,2486940000.0,44.52001953125,3.85,1.12,2.34,3.61,1.04,252000.0,1.33,1.49,-0.57451,160.433,1.94,4.34,11938.7006,50.23,2.88,2149.215,2.65,3.15,4.25,1869000.0,2117.2602
2017-10-16,22956.9609375,5362.8798828125,7527.0,13003.7001953125,15802.7001953125,28692.80078125,6624.0,21255.560546875,247180000.0,63076900.0,715914400.0,54658400.0,146651400.0,1740653100.0,1632240000.0,102300000.0,2555.570068359375,2557.639892578125,2918030000.0,17.869873046875,3.91,1.16,2.33,3.59,1.07,235000.0,1.41,1.51,-0.58281,169.766,1.94,4.31,11946.7874,50.77,2.86,2264.498,2.62,3.21,4.25,1902000.0,2118.065
2017-10-23,23273.9609375,5386.81005859375,7524.5,13003.1396484375,15855.7998046875,28305.880859375,6586.830078125,21696.650390625,456830000.0,63702000.0,548853900.0,59592200.0,142570700.0,1712055400.0,1813080000.0,87400000.0,2578.080078125,2564.97998046875,3214470000.0,30.3701171875,3.88,1.16,2.33,3.57,1.08,241000.0,1.42,1.57,-0.59085,178.974,1.98,4.28,11900.7727,51.74,2.84,2281.294,2.61,3.19,4.25,1913000.0,2109.0129
2017-10-30,23348.740234375,5493.6298828125,7487.7998046875,13229.5703125,16002.7998046875,28336.189453125,6698.9599609375,22011.669921875,436900000.0,67428800.0,727471900.0,71315000.0,188586400.0,2133304700.0,2015920000.0,135600000.0,2577.75,2572.830078125,3660230000.0,38.97998046875,3.94,1.16,2.42,3.63,1.09,241000.0,1.43,1.6,-0.59816,196.332,2.04,4.35,11949.4198,52.51,2.93,2243.832,2.71,3.25,4.25,1927000.0,2111.1093
2017-11-06,23548.419921875,5507.25,7562.2998046875,13468.7900390625,16092.2001953125,28596.80078125,6786.43994140625,22548.349609375,325190000.0,70213800.0,615052400.0,89626000.0,196882200.0,2260004000.0,2173120000.0,111900000.0,2587.469970703125,2591.1298828125,3541970000.0,27.43994140625,3.94,1.15,2.36,3.56,1.14,248000.0,1.45,1.61,-0.60532,193.546,2.0,4.28,11984.9722,54.59,2.85,2243.215,2.63,3.27,4.25,1939000.0,2108.3435
2017-11-13,23439.69921875,5341.6298828125,7415.2001953125,13074.419921875,16026.2998046875,29182.1796875,6757.60009765625,22380.990234375,491260000.0,84572600.0,745139300.0,101909100.0,138974400.0,1786820800.0,1976460000.0,80700000.0,2576.530029296875,2584.840087890625,3405200000.0,30.68994140625,3.9,1.16,2.34,3.54,1.2,254000.0,1.52,1.64,-0.61021,177.78,2.01,4.24,11952.7965,57.05,2.81,2311.929,2.59,3.24,4.25,1944000.0,2108.262
2017-11-20,23430.330078125,5340.4501953125,7389.5,13058.66015625,16004.400390625,29260.310546875,6790.7099609375,22261.759765625,315330000.0,66757000.0,716131100.0,90392400.0,154502800.0,1619910000.0,1811750000.0,71700000.0,2579.489990234375,2582.139892578125,3023940000.0,32.64013671875,3.95,1.16,2.37,3.64,1.24,246000.0,1.57,1.7,-0.61302,174.631,2.06,4.3,11955.0399,55.81,2.81,2336.255,2.62,3.31,4.25,1974000.0,2106.2495
2017-11-27,23580.779296875,5360.08984375,7383.89990234375,13000.2001953125,16042.099609375,29686.189453125,6878.52001953125,22495.990234375,296320000.0,62120700.0,636742900.0,64100100.0,135241000.0,1485230700.0,1781550000.0,66600000.0,2602.659912109375,2601.419921875,3017720000.0,43.739990234375,3.92,1.16,2.35,3.55,1.27,243000.0,1.62,1.76,-0.61419,163.579,2.08,4.25,11954.9811,57.47,2.76,2339.907,2.58,3.32,4.25,1997000.0,2102.9127
2017-12-04,24290.05078125,5389.2900390625,7339.0,13058.5498046875,15969.0,29138.279296875,6775.3701171875,22707.16015625,424250000.0,81907500.0,745259400.0,85813900.0,172661600.0,1624072100.0,2427170000.0,68900000.0,2657.18994140625,2639.43994140625,4025840000.0,66.31982421875,3.9,1.16,2.36,3.56,1.26,241000.0,1.62,1.77,-0.61388,172.282,2.1,4.27,11916.0416,57.81,2.79,2294.895,2.6,3.3,4.25,1953000.0,2102.5117
2017-12-11,24386.029296875,5386.830078125,7453.5,13123.650390625,16103.5,28965.2890625,6875.080078125,22938.73046875,300580000.0,68771400.0,906705100.0,71491100.0,150667200.0,2127756300.0,1836780000.0,69500000.0,2652.18994140625,2659.989990234375,3141480000.0,59.669921875,3.94,1.15,2.36,3.51,1.27,229000.0,1.66,1.8,-0.61318,127.586,2.14,4.23,11971.0443,56.92,2.75,2325.09,2.57,3.36,4.25,1984000.0,2099.9743
2017-12-18,24792.19921875,5420.580078125,7537.0,13312.2998046875,16131.599609375,29050.41015625,6994.759765625,22901.76953125,354880000.0,81891400.0,568259400.0,93660800.0,172506500.0,1637861800.0,2150580000.0,85200000.0,2685.919921875,2690.159912109375,3727770000.0,50.869873046875,3.93,1.16,2.37,3.48,1.3,244000.0,1.7,1.82,-0.61464,76.208,2.15,4.2,11962.273,57.17,2.74,2352.562,2.56,3.36,4.25,2006000.0,2099.7641
2017-12-25,24754.060546875,5364.72021484375,7592.7001953125,13072.7900390625,16165.2998046875,29578.009765625,6959.9599609375,22939.1796875,255140000.0,46753800.0,243831300.0,52876700.0,133173500.0,1282144300.0,1541880000.0,0.0,2684.219970703125,2683.340087890625,2401030000.0,42.9599609375,3.94,1.41,2.46,3.55,1.34,251000.0,1.72,1.88,-0.61861,155.612,2.23,4.26,11958.8257,57.87,2.82,2269.164,2.66,3.38,4.5,1979000.0,2102.8991
2018-01-01,24719.220703125,5312.56005859375,7687.7998046875,12917.6396484375,16209.099609375,29919.150390625,6903.39013671875,22764.939453125,270760000.0,46218500.0,289238900.0,42169200.0,179568700.0,1365770800.0,1575290000.0,46500000.0,2689.14990234375,2673.610107421875,2447760000.0,42.9599609375,3.99,1.42,2.43,3.48,1.4,248000.0,1.76,1.9,-0.62392,190.283,2.23,4.2,11960.02,59.88,2.77,2201.425,2.61,3.44,4.5,1933000.0,2106.1017
2018-01-08,25283.0,5487.419921875,7696.5,13367.7802734375,16317.7001953125,30899.529296875,7157.39013671875,23714.529296875,341390000.0,72318000.0,635135400.0,95005300.0,166095400.0,2004162500.0,2055010000.0,101900000.0,2742.669921875,2747.7099609375,3246160000.0,74.89990234375,3.95,1.37,2.46,3.5,1.39,252000.0,1.82,1.95,-0.62912,211.566,2.27,4.22,11973.0992,61.36,2.8,2045.93,2.63,3.38,4.5,1971000.0,2111.1178
2018-01-15,25803.189453125,5509.68994140625,7769.10009765625,13200.509765625,16371.7998046875,31338.869140625,7261.06005859375,23714.880859375,376390000.0,56215000.0,551904700.0,58326200.0,123891500.0,2664144600.0,1986600000.0,75400000.0,2770.179931640625,2786.239990234375,3587220000.0,68.780029296875,3.99,1.42,2.54,3.54,1.41,230000.0,1.78,1.98,-0.62883,206.215,2.32,4.25,11962.9887,63.26,2.87,2232.897,2.71,3.44,4.5,1972000.0,2107.7145
2018-01-22,26214.599609375,5541.990234375,7715.39990234375,13463.6904296875,16348.0,32393.41015625,7408.02978515625,23816.330078125,431200000.0,77421200.0,730171300.0,95295700.0,205285200.0,2880231400.0,2118310000.0,65200000.0,2809.159912109375,2832.969970703125,3489480000.0,68.780029296875,4.04,1.42,2.59,3.53,1.43,231000.0,1.79,2.05,-0.62171,227.665,2.41,4.24,11993.4188,63.77,2.87,2249.899,2.74,3.49,4.5,1990000.0,2109.9975
2018-01-29,26439.48046875,5521.58984375,7671.5,13324.48046875,16094.7001953125,32966.890625,7466.509765625,23629.33984375,421000000.0,60112400.0,612924000.0,78822500.0,200161400.0,3605090600.0,2114420000.0,68800000.0,2867.22998046875,2853.530029296875,3587420000.0,74.7900390625,4.15,1.42,2.65,3.58,1.41,228000.0,1.79,2.09,-0.60819,269.118,2.44,4.27,11990.4459,65.14,2.91,2210.944,2.78,3.62,4.5,1985000.0,2104.9218
2018-02-05,24345.75,5285.830078125,7335.0,12687.490234375,15334.7998046875,32245.220703125,6967.52978515625,22682.080078125,714450000.0,96711900.0,888994600.0,113937900.0,264583100.0,3135015100.0,3143210000.0,107600000.0,2741.06005859375,2648.93994140625,5310840000.0,234.7001953125,4.22,1.41,2.75,3.63,1.44,224000.0,1.87,2.14,-0.58942,270.244,2.53,4.33,12026.9292,65.32,2.99,2203.63,2.88,3.68,4.5,1996000.0,2106.0614
2018-02-12,24601.26953125,5140.06005859375,7177.10009765625,12282.76953125,15241.900390625,29459.630859375,6981.9599609375,21382.619140625,496610000.0,93467100.0,718740600.0,120024900.0,254215800.0,2815461600.0,2250650000.0,127600000.0,2636.75,2656.0,4069220000.0,276.22998046875,4.32,1.42,2.82,3.75,1.52,225000.0,1.89,2.1,-0.56815,203.936,2.54,4.45,11971.9703,62.01,3.1,2244.845,2.98,3.77,4.5,1959000.0,2105.8222
2018-02-19,25219.380859375,5256.18017578125,7247.7001953125,12385.599609375,15452.599609375,31115.4296875,7239.47021484375,22149.2109375,406730000.0,51447900.0,511199000.0,66917000.0,215288300.0,2070618100.0,2037710000.0,68500000.0,2727.139892578125,2732.219970703125,3646920000.0,221.72998046875,4.38,1.42,2.87,3.86,1.58,219000.0,1.97,2.15,-0.55125,197.681,2.61,4.53,11971.0575,60.56,3.14,2253.929,3.03,3.84,4.5,1985000.0,2107.2684
2018-02-26,25709.26953125,5344.259765625,7289.60009765625,12527.0400390625,15714.7001953125,31498.599609375,7421.4599609375,22153.630859375,473360000.0,67882600.0,585774600.0,78303000.0,172844500.0,2025591300.0,1876560000.0,64600000.0,2757.3701171875,2779.60009765625,3436590000.0,221.72998046875,4.4,1.42,2.91,3.91,1.62,216000.0,2.02,2.25,-0.53709,214.677,2.66,4.58,11957.0469,62.47,3.19,2223.38,3.07,3.85,4.5,1957000.0,2111.0617
2018-03-05,24874.759765625,5167.22998046875,7116.0,12090.8701171875,15541.2998046875,29886.390625,7330.7099609375,21042.08984375,383910000.0,120940100.0,941867700.0,109920600.0,20663500.0,2279546200.0,2076870000.0,87200000.0,2681.06005859375,2720.93994140625,3733640000.0,141.829833984375,4.43,1.41,2.86,3.87,1.63,228000.0,2.06,2.24,-0.52389,202.62,2.63,4.56,12031.062,62.07,3.14,2232.947,3.02,3.9,4.5,1960000.0,2111.9977
2018-03-12,25178.609375,5276.7099609375,7214.7998046875,12418.3896484375,15604.7998046875,31594.330078125,7588.31982421875,21824.029296875,362580000.0,64074300.0,613077900.0,136801400.0,152231100.0,2173275800.0,2314480000.0,70600000.0,2790.5400390625,2783.02001953125,3216960000.0,149.659912109375,4.46,1.42,2.88,3.89,1.65,223000.0,2.05,2.25,-0.51094,195.071,2.65,4.64,11984.2135,61.65,3.15,2252.016,3.03,3.94,4.5,1948000.0,2111.995
2018-03-19,24610.91015625,5222.83984375,7042.89990234375,12217.01953125,15589.400390625,31513.759765625,7344.240234375,21480.900390625,377990000.0,76919000.0,728214400.0,97309700.0,175993800.0,1440844700.0,2352810000.0,67300000.0,2741.3798828125,2712.919921875,3327460000.0,107.309814453125,4.44,1.42,2.84,3.86,1.72,225000.0,2.06,2.28,-0.49824,249.929,2.63,4.64,12007.9032,61.28,3.08,2204.829,2.96,3.9,4.5,1959000.0,2116.4718
2018-03-26,24202.599609375,5066.27978515625,6888.7001953125,11787.259765625,15298.599609375,30548.76953125,7220.5400390625,20766.099609375,479540000.0,83600900.0,765318100.0,99857900.0,213984100.0,2317282800.0,2341370000.0,97500000.0,2619.35009765625,2658.550048828125,3538080000.0,175.960205078125,4.45,1.43,2.86,3.87,1.73,221000.0,2.06,2.31,-0.48675,316.454,2.65,4.68,11957.9229,64.11,3.09,2123.587,2.97,3.91,4.5,1917000.0,2112.7282
2018-04-02,23644.189453125,5167.2998046875,7056.60009765625,12096.73046875,15213.5,30093.380859375,6870.1201171875,21388.580078125,509820000.0,92382200.0,876227900.0,111589200.0,166742600.0,2167328200.0,2402670000.0,47500000.0,2633.449951171875,2581.8798828125,3635780000.0,153.25,4.44,1.68,2.79,3.83,1.73,232000.0,2.09,2.29,-0.48099,318.858,2.59,4.64,12032.9174,64.97,3.02,2113.321,2.9,3.9,4.75,1943000.0,2123.492
2018-04-09,23979.099609375,5263.39013671875,7194.7998046875,12261.75,15227.7001953125,30229.580078125,6950.33984375,21678.259765625,380790000.0,60670000.0,671088200.0,77287300.0,174468400.0,1841272200.0,2089220000.0,62100000.0,2617.179931640625,2613.159912109375,3076140000.0,153.25,4.4,1.68,2.78,3.8,1.71,234000.0,2.07,2.28,-0.48162,303.916,2.6,4.63,12067.7579,63.07,3.02,2094.045,2.9,3.87,4.75,1949000.0,2154.3887
2018-04-16,24573.0390625,5312.9599609375,7198.2001953125,12391.41015625,15300.400390625,30315.58984375,7156.27978515625,21835.529296875,305070000.0,60319200.0,862881700.0,62656800.0,188529800.0,1827774700.0,1800450000.0,53400000.0,2670.10009765625,2677.840087890625,3020740000.0,100.219970703125,4.42,1.69,2.8,3.77,1.72,236000.0,2.1,2.33,-0.49086,294.083,2.64,4.61,12083.2539,66.02,3.02,2119.965,2.9,3.87,4.75,1900000.0,2160.3193
2018-04-23,24448.689453125,5438.5498046875,7398.89990234375,12572.3896484375,15552.099609375,30254.400390625,7128.60009765625,22088.0390625,351030000.0,65848500.0,777571800.0,78154600.0,202793400.0,1516737400.0,1744480000.0,64000000.0,2675.39990234375,2670.2900390625,3030390000.0,72.43994140625,4.47,1.69,2.88,3.83,1.78,207000.0,2.18,2.42,-0.50632,275.246,2.73,4.65,12083.5199,67.55,3.07,2141.39,2.96,3.94,4.75,1827000.0,2163.7156
2018-04-30,24163.150390625,5520.5,7509.2998046875,12612.1103515625,15607.900390625,30808.44921875,7066.27001953125,22467.869140625,416650000.0,73369100.0,991178200.0,96521000.0,202543600.0,1923280800.0,1998570000.0,89100000.0,2682.510009765625,2648.050048828125,3749510000.0,81.27001953125,4.58,1.7,2.99,3.96,1.81,209000.0,2.25,2.49,-0.5214,359.599,2.82,4.78,12097.4724,67.91,3.17,2052.59,3.07,4.02,4.75,1834000.0,2169.7409
2018-05-07,24357.3203125,5531.419921875,7567.10009765625,12948.1396484375,15808.599609375,29994.259765625,7265.2099609375,22467.16015625,307670000.0,45591900.0,880646600.0,64800000.0,204416700.0,1441380300.0,1950650000.0,69000000.0,2680.340087890625,2672.6298828125,3266810000.0,88.72998046875,4.55,1.7,2.96,3.99,1.81,211000.0,2.24,2.5,-0.53347,399.984,2.79,4.79,12076.2371,68.38,3.12,1994.584,3.02,4.03,4.75,1765000.0,2169.1035
2018-05-14,24899.41015625,5540.68017578125,7711.0,12977.7099609375,16085.599609375,31541.080078125,7411.31982421875,22865.859375,282860000.0,59725700.0,749899600.0,77168000.0,226311000.0,1794416600.0,2085850000.0,68900000.0,2738.469970703125,2730.1298828125,2994360000.0,126.780029296875,4.55,1.7,2.97,4.01,1.85,222000.0,2.27,2.52,-0.54135,353.741,2.82,4.82,12103.0092,70.56,3.13,2025.75,3.04,4.01,4.75,1769000.0,2168.7481
2018-05-21,25013.2890625,5637.509765625,7859.2001953125,13077.7197265625,16162.2998046875,31234.349609375,7394.0400390625,23002.369140625,308920000.0,49392900.0,691927400.0,124262900.0,181368400.0,1599624500.0,1997220000.0,59100000.0,2735.389892578125,2733.010009765625,3053480000.0,40.190185546875,4.61,1.7,3.07,4.05,1.88,230000.0,2.31,2.57,-0.54394,337.258,2.91,4.88,12085.0511,71.3,3.2,2036.27,3.14,4.08,4.75,1751000.0,2167.3523
2018-05-28,24753.08984375,5508.93017578125,7730.2998046875,12863.4599609375,16016.099609375,30792.259765625,7433.85009765625,22481.08984375,257210000.0,58701500.0,844360200.0,69766800.0,83342500.0,1736227200.0,1771950000.0,52900000.0,2723.60009765625,2721.330078125,3015260000.0,34.860107421875,4.66,1.7,3.01,4.01,1.88,222000.0,2.31,2.54,-0.54113,326.445,2.84,4.85,12132.6754,70.98,3.16,2021.946,3.09,4.15,4.75,1737000.0,2169.3983
2018-06-04,24813.689453125,5472.91015625,7741.2998046875,12770.75,16052.2001953125,30997.98046875,7606.4599609375,22475.939453125,340400000.0,79269000.0,722966000.0,84511600.0,172744300.0,1836620100.0,2152170000.0,71900000.0,2741.669921875,2746.8701171875,3410090000.0,34.860107421875,4.56,1.7,2.83,3.88,1.89,223000.0,2.23,2.4,-0.5348,325.351,2.67,4.75,12146.6162,66.96,3.0,2019.681,2.92,4.06,4.75,1690000.0,2173.8928
2018-06-11,25322.310546875,5473.91015625,7737.39990234375,12842.91015625,16263.2998046875,31063.69921875,7659.93017578125,22804.0390625,276740000.0,87500400.0,736070400.0,108719300.0,169658600.0,1323340300.0,1959360000.0,55700000.0,2780.179931640625,2782.0,3262130000.0,71.510009765625,4.54,1.7,2.94,3.96,1.9,222000.0,2.31,2.51,-0.52835,294.069,2.78,4.83,12149.4039,65.35,3.09,2029.579,3.01,4.01,4.75,1693000.0,2178.6132
2018-06-18,24987.470703125,5450.47998046875,7631.2998046875,12834.1103515625,16383.599609375,30309.490234375,7747.02978515625,22680.330078125,337070000.0,84643700.0,664167900.0,89102600.0,203500400.0,2336474000.0,2102660000.0,65000000.0,2765.7900390625,2773.75,3316120000.0,34.349853515625,4.62,1.7,2.95,3.95,1.9,218000.0,2.34,2.56,-0.52126,281.188,2.82,4.83,12152.6367,66.21,3.08,2057.269,3.01,4.07,4.75,1671000.0,2177.1365
2018-06-25,24252.80078125,5283.85986328125,7509.7998046875,12270.330078125,16184.0,28961.390625,7532.009765625,22338.150390625,439130000.0,61986900.0,791358000.0,98566500.0,255366700.0,2300773700.0,2423190000.0,60600000.0,2742.93994140625,2717.070068359375,3663280000.0,84.14013671875,4.57,1.9,2.91,3.97,1.9,222000.0,2.34,2.56,-0.51515,352.777,2.78,4.84,12166.2331,66.32,3.04,1971.983,2.97,4.04,5.0,1671000.0,2197.8356
2018-07-02,24307.1796875,5276.759765625,7547.89990234375,12238.169921875,16277.7001953125,28955.109375,7567.68994140625,21811.9296875,244110000.0,84519600.0,778437000.0,93436600.0,215940200.0,2390149600.0,1777880000.0,67100000.0,2704.949951171875,2726.7099609375,3095040000.0,72.179931640625,4.55,1.92,2.85,3.95,1.89,228000.0,2.33,2.53,-0.51165,373.94,2.73,4.84,12182.9072,74.03,2.99,1940.847,2.92,4.04,5.0,1672000.0,2194.3324
2018-07-09,24776.58984375,5398.10986328125,7688.0,12543.8896484375,16452.30078125,28688.5,7756.2001953125,22052.1796875,240580000.0,68001100.0,676761100.0,74724300.0,149277900.0,1877898300.0,1844440000.0,61200000.0,2775.6201171875,2784.169921875,3070060000.0,54.10009765625,4.52,1.91,2.84,3.9,1.94,216000.0,2.33,2.55,-0.51286,336.026,2.73,4.81,12217.8563,73.73,2.96,1917.987,2.89,3.99,5.0,1676000.0,2192.7932
2018-07-16,25064.359375,5409.43017578125,7600.5,12561.01953125,16494.69921875,28539.66015625,7805.72021484375,22597.349609375,231270000.0,56645300.0,591161000.0,97107500.0,152593700.0,1239642900.0,1739360000.0,0.0,2797.360107421875,2798.429931640625,2819860000.0,71.010009765625,4.53,1.91,2.85,3.83,1.94,205000.0,2.36,2.59,-0.51927,326.476,2.75,4.76,12190.0286,71.96,2.95,1958.085,2.89,4.02,5.0,1659000.0,2207.6201
2018-07-23,25044.2890625,5378.25,7655.7998046875,12548.5703125,16420.80078125,28256.119140625,7841.8701171875,22396.990234375,228820000.0,58933900.0,573514400.0,65205400.0,154956300.0,1893557000.0,1668270000.0,88000000.0,2799.169921875,2806.97998046875,2928490000.0,27.52001953125,4.52,1.91,2.86,3.85,1.97,210000.0,2.4,2.6,-0.52922,324.457,2.76,4.77,12177.8744,68.95,2.98,1967.119,2.92,4.0,5.0,1624000.0,2203.4882
2018-07-30,25306.830078125,5491.22021484375,7700.89990234375,12798.2001953125,16345.5,28733.130859375,7630.0,22544.83984375,296880000.0,68998200.0,732990700.0,70725000.0,143937900.0,1231291800.0,2154140000.0,76200000.0,2819.0,2802.60009765625,3261190000.0,52.89013671875,4.54,1.91,2.96,3.92,1.96,207000.0,2.42,2.66,-0.54092,348.886,2.84,4.83,12227.8445,70.01,3.09,1947.119,3.03,4.02,5.0,1657000.0,2198.7416
2018-08-06,25502.1796875,5477.18017578125,7663.7998046875,12598.2099609375,16420.19921875,27819.560546875,7859.68017578125,22507.3203125,238990000.0,61262700.0,813731500.0,65599400.0,169210300.0,1445836100.0,2245300000.0,67000000.0,2840.2900390625,2850.39990234375,2879020000.0,56.949951171875,4.6,1.91,2.97,3.91,1.99,210000.0,2.44,2.66,-0.55254,351.523,2.85,4.81,12236.4167,69.46,3.11,1937.548,3.05,4.08,5.0,1624000.0,2201.2898
2018-08-13,25187.69921875,5412.31982421875,7642.5,12358.740234375,16250.7998046875,27936.5703125,7819.7099609375,21857.4296875,219990000.0,66875100.0,595242100.0,92773600.0,169202400.0,1484354700.0,1934100000.0,77800000.0,2835.4599609375,2821.929931640625,3173630000.0,43.550048828125,4.59,1.91,2.94,3.9,2.02,206000.0,2.44,2.65,-0.56306,326.471,2.8,4.78,12214.8599,67.9,3.09,1951.389,3.02,4.05,5.0,1625000.0,2199.1523
